Date,Close,High,Low,Open,Volume,Symbol
2020-12-14,134.05,134.56,129.75,130.31,35543600,JNJ
2020-12-21,132.28,133.52,130.18,131.88,19315100,JNJ
2020-12-28,136.54,136.78,132.13,133.02,19580200,JNJ
2021-01-04,138.85,139.77,133.72,136.42,45574400,JNJ
2021-01-11,139.07,140.51,135.99,139.3,38274100,JNJ
2021-01-18,141.89,143.29,138.87,140.55,30852500,JNJ
2021-01-25,141.53,150.66,139.29,143.16,69787700,JNJ
2021-02-01,142.67,143.53,138.44,143.42,47270000,JNJ
2021-02-08,144.52,145.7,142.18,143.18,26785200,JNJ
2021-02-15,141.4,144.93,141.34,144.52,25712800,JNJ
2021-02-22,137.48,142.62,137.05,140.44,47913200,JNJ
2021-03-01,136.28,141.02,132.23,140.95,46026700,JNJ
2021-03-08,139.33,140.33,136.17,137.06,32424000,JNJ
2021-03-15,139.71,141.19,138.37,139.46,37587900,JNJ
2021-03-22,143.98,144.13,137.93,138.2,34981500,JNJ
2021-03-29,142.15,145.82,141.65,143.02,31282600,JNJ
2021-04-05,140.77,143.83,139.49,142.86,30527000,JNJ
2021-04-12,141.64,141.87,136.65,140.63,47739200,JNJ
2021-04-19,144.5,146.48,140.41,141.86,41985700,JNJ
2021-04-26,142.06,144.4,141.12,144.23,35166900,JNJ
2021-05-03,147.1,147.69,142.4,142.82,35412000,JNJ
2021-05-10,148.6,149.82,145.76,148.32,37150000,JNJ
2021-05-17,149.25,150.8,146.7,148.76,28457400,JNJ
2021-05-24,147.76,149.59,146.91,149.2,32881700,JNJ
2021-05-31,145.8,149.51,145.04,149.47,29573500,JNJ
2021-06-07,144.91,147.21,142.37,145.82,32515200,JNJ
2021-06-14,142.29,145.7,142.12,144.5,35850400,JNJ
2021-06-21,144.25,144.75,142.53,142.98,32226500,JNJ
2021-06-28,148.44,148.72,143.55,144.45,30885300,JNJ
2021-07-05,149.12,149.66,146.69,147.5,24268400,JNJ
2021-07-12,147.67,150.37,147.33,149.1,31186400,JNJ
2021-07-19,150.91,151.25,145.22,146.24,36004500,JNJ
2021-07-26,151.27,152.3,149.92,150.93,26885400,JNJ
2021-08-02,152.07,153.37,150.48,151.51,23419700,JNJ
2021-08-09,154.83,154.86,151.78,152.6,22032300,JNJ
2021-08-16,157.63,158.05,154.56,155.09,29002500,JNJ
2021-08-23,151.91,157.18,151.75,156.71,29974500,JNJ
2021-08-30,154.68,154.84,152.04,152.69,24328100,JNJ
2021-09-06,147.55,154.67,147.46,154.07,25335500,JNJ
2021-09-13,145.58,148.56,144.53,148.39,38553600,JNJ
2021-09-20,145.24,146.67,143.3,144.46,28688700,JNJ
2021-09-27,141.8,146.16,140.17,144.92,34050600,JNJ
2021-10-04,142.21,143.69,139.33,141.38,30714700,JNJ
2021-10-11,142.54,143.02,139.04,142.15,29186700,JNJ
2021-10-18,144.67,145.94,140.68,141.61,32378400,JNJ
2021-10-25,143.93,146.71,141.93,144.67,35478900,JNJ
2021-11-01,144.42,147.55,140.86,144.18,35455100,JNJ
2021-11-08,145.81,148.12,143.16,144.64,41030700,JNJ
2021-11-15,143.94,146.21,142.96,145.8,34484800,JNJ
2021-11-22,140.68,143.72,140.2,142.3,29122500,JNJ
2021-11-29,141.76,142.69,138.62,141.87,54091200,JNJ
2021-12-06,147.2,148.26,142.16,142.48,39366100,JNJ
2021-12-13,149.63,154.33,145.69,146.54,55901700,JNJ
2021-12-20,149.65,150.27,147.63,149.26,23588400,JNJ
2021-12-27,152.16,153.77,150.05,150.44,19195100,JNJ
2022-01-03,154.72,155.03,150.41,151.39,34064300,JNJ
2022-01-10,149.29,154.49,148.67,154.49,36162800,JNJ
